WC,Housebreaking,284
EC,Housebreaking,316
NC,Housebreaking,83
FS,Housebreaking,147
KZN,Housebreaking,424
NW,Housebreaking,92
GP,Housebreaking,520
Mpumalanga,Housebreaking,195
Limpopo,Housebreaking,180
